[32m2025-12-21 22:08:54.700[0m | [1mINFO    [0m | [36mknowledge_system.logger[0m:[36minitialize_logging[0m:[36m260[0m | [1mLogging system initialized[0m
   Processing segment 1/82...   Processing segment 2/82...   Processing segment 3/82...   Processing segment 4/82...   Processing segment 5/82...   Processing segment 6/82...   Processing segment 7/82...   Processing segment 8/82...   Processing segment 9/82...   Processing segment 10/82...   Processing segment 11/82...   Processing segment 12/82...   Processing segment 13/82...   Processing segment 14/82...   Processing segment 15/82...   Processing segment 16/82...   Processing segment 17/82...   Processing segment 18/82...   Processing segment 19/82...   Processing segment 20/82...   Processing segment 21/82...   Processing segment 22/82...   Processing segment 23/82...   Processing segment 24/82...   Processing segment 25/82...   Processing segment 26/82...   Processing segment 27/82...   Processing segment 28/82...   Processing segment 29/82...   Processing segment 30/82...   Processing segment 31/82...   Processing segment 32/82...   Processing segment 33/82...   Processing segment 34/82...   Processing segment 35/82...   Processing segment 36/82...   Processing segment 37/82...   Processing segment 38/82...   Processing segment 39/82...   Processing segment 40/82...   Processing segment 41/82...   Processing segment 42/82...   Processing segment 43/82...   Processing segment 44/82...   Processing segment 45/82...   Processing segment 46/82...   Processing segment 47/82...   Processing segment 48/82...   Processing segment 49/82...   Processing segment 50/82...   Processing segment 51/82...   Processing segment 52/82...   Processing segment 53/82...   Processing segment 54/82...   Processing segment 55/82...   Processing segment 56/82...   Processing segment 57/82...   Processing segment 58/82...   Processing segment 59/82...   Processing segment 60/82...   Processing segment 61/82...   Processing segment 62/82...   Processing segment 63/82...   Processing segment 64/82...   Processing segment 65/82...   Processing segment 66/82...   Processing segment 67/82...   Processing segment 68/82...   Processing segment 69/82...   Processing segment 70/82...   Processing segment 71/82...   Processing segment 72/82...   Processing segment 73/82...   Processing segment 74/82...   Processing segment 75/82...   Processing segment 76/82...   Processing segment 77/82...   Processing segment 78/82...   Processing segment 79/82...   Processing segment 80/82...   Processing segment 81/82...   Processing segment 82/82...
   ✅ Mining complete!
      - 288 claims
      - 27 people
      - 156 jargon terms
      - 38 mental models

⚖️  STAGE 2: EVALUATING CLAIMS
--------------------------------------------------------------------------------
   Evaluating claim 1/288...
   ⚠️  Error evaluating claim 0: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 2/288...
   ⚠️  Error evaluating claim 1: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 3/288...
   ⚠️  Error evaluating claim 2: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 4/288...
   ⚠️  Error evaluating claim 3: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 5/288...
   ⚠️  Error evaluating claim 4: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 6/288...
   ⚠️  Error evaluating claim 5: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 7/288...
   ⚠️  Error evaluating claim 6: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 8/288...
   ⚠️  Error evaluating claim 7: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 9/288...
   ⚠️  Error evaluating claim 8: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 10/288...
   ⚠️  Error evaluating claim 9: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 11/288...
   ⚠️  Error evaluating claim 10: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 12/288...
   ⚠️  Error evaluating claim 11: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 13/288...
   ⚠️  Error evaluating claim 12: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 14/288...
   ⚠️  Error evaluating claim 13: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 15/288...
   ⚠️  Error evaluating claim 14: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 16/288...
   ⚠️  Error evaluating claim 15: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 17/288...
   ⚠️  Error evaluating claim 16: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 18/288...
   ⚠️  Error evaluating claim 17: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 19/288...
   ⚠️  Error evaluating claim 18: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 20/288...
   ⚠️  Error evaluating claim 19: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 21/288...
   ⚠️  Error evaluating claim 20: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 22/288...
   ⚠️  Error evaluating claim 21: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 23/288...
   ⚠️  Error evaluating claim 22: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 24/288...
   ⚠️  Error evaluating claim 23: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 25/288...
   ⚠️  Error evaluating claim 24: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 26/288...
   ⚠️  Error evaluating claim 25: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 27/288...
   ⚠️  Error evaluating claim 26: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 28/288...
   ⚠️  Error evaluating claim 27: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 29/288...
   ⚠️  Error evaluating claim 28: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 30/288...
   ⚠️  Error evaluating claim 29: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 31/288...
   ⚠️  Error evaluating claim 30: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 32/288...
   ⚠️  Error evaluating claim 31: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 33/288...
   ⚠️  Error evaluating claim 32: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 34/288...
   ⚠️  Error evaluating claim 33: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 35/288...
   ⚠️  Error evaluating claim 34: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 36/288...
   ⚠️  Error evaluating claim 35: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 37/288...
   ⚠️  Error evaluating claim 36: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 38/288...
   ⚠️  Error evaluating claim 37: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 39/288...
   ⚠️  Error evaluating claim 38: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 40/288...
   ⚠️  Error evaluating claim 39: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 41/288...
   ⚠️  Error evaluating claim 40: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 42/288...
   ⚠️  Error evaluating claim 41: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 43/288...
   ⚠️  Error evaluating claim 42: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 44/288...
   ⚠️  Error evaluating claim 43: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 45/288...
   ⚠️  Error evaluating claim 44: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 46/288...
   ⚠️  Error evaluating claim 45: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 47/288...
   ⚠️  Error evaluating claim 46: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 48/288...
   ⚠️  Error evaluating claim 47: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 49/288...
   ⚠️  Error evaluating claim 48: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 50/288...
   ⚠️  Error evaluating claim 49: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 51/288...
   ⚠️  Error evaluating claim 50: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 52/288...
   ⚠️  Error evaluating claim 51: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 53/288...
   ⚠️  Error evaluating claim 52: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 54/288...
   ⚠️  Error evaluating claim 53: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 55/288...
   ⚠️  Error evaluating claim 54: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 56/288...
   ⚠️  Error evaluating claim 55: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 57/288...
   ⚠️  Error evaluating claim 56: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 58/288...
   ⚠️  Error evaluating claim 57: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 59/288...
   ⚠️  Error evaluating claim 58: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 60/288...
   ⚠️  Error evaluating claim 59: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 61/288...
   ⚠️  Error evaluating claim 60: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 62/288...
   ⚠️  Error evaluating claim 61: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 63/288...
   ⚠️  Error evaluating claim 62: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 64/288...
   ⚠️  Error evaluating claim 63: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 65/288...
   ⚠️  Error evaluating claim 64: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 66/288...
   ⚠️  Error evaluating claim 65: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 67/288...
   ⚠️  Error evaluating claim 66: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 68/288...
   ⚠️  Error evaluating claim 67: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 69/288...
   ⚠️  Error evaluating claim 68: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 70/288...
   ⚠️  Error evaluating claim 69: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 71/288...
   ⚠️  Error evaluating claim 70: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 72/288...
   ⚠️  Error evaluating claim 71: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 73/288...
   ⚠️  Error evaluating claim 72: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 74/288...
   ⚠️  Error evaluating claim 73: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 75/288...
   ⚠️  Error evaluating claim 74: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 76/288...
   ⚠️  Error evaluating claim 75: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 77/288...
   ⚠️  Error evaluating claim 76: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 78/288...
   ⚠️  Error evaluating claim 77: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 79/288...
   ⚠️  Error evaluating claim 78: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 80/288...
   ⚠️  Error evaluating claim 79: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 81/288...
   ⚠️  Error evaluating claim 80: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 82/288...
   ⚠️  Error evaluating claim 81: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 83/288...
   ⚠️  Error evaluating claim 82: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 84/288...
   ⚠️  Error evaluating claim 83: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 85/288...
   ⚠️  Error evaluating claim 84: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 86/288...
   ⚠️  Error evaluating claim 85: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 87/288...
   ⚠️  Error evaluating claim 86: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 88/288...
   ⚠️  Error evaluating claim 87: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 89/288...
   ⚠️  Error evaluating claim 88: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 90/288...
   ⚠️  Error evaluating claim 89: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 91/288...
   ⚠️  Error evaluating claim 90: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 92/288...
   ⚠️  Error evaluating claim 91: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 93/288...
   ⚠️  Error evaluating claim 92: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 94/288...
   ⚠️  Error evaluating claim 93: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 95/288...
   ⚠️  Error evaluating claim 94: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 96/288...
   ⚠️  Error evaluating claim 95: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 97/288...
   ⚠️  Error evaluating claim 96: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 98/288...
   ⚠️  Error evaluating claim 97: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 99/288...
   ⚠️  Error evaluating claim 98: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 100/288...
   ⚠️  Error evaluating claim 99: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 101/288...
   ⚠️  Error evaluating claim 100: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 102/288...
   ⚠️  Error evaluating claim 101: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 103/288...
   ⚠️  Error evaluating claim 102: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 104/288...
   ⚠️  Error evaluating claim 103: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 105/288...
   ⚠️  Error evaluating claim 104: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 106/288...
   ⚠️  Error evaluating claim 105: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 107/288...
   ⚠️  Error evaluating claim 106: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 108/288...
   ⚠️  Error evaluating claim 107: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 109/288...
   ⚠️  Error evaluating claim 108: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 110/288...
   ⚠️  Error evaluating claim 109: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 111/288...
   ⚠️  Error evaluating claim 110: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 112/288...
   ⚠️  Error evaluating claim 111: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 113/288...
   ⚠️  Error evaluating claim 112: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 114/288...
   ⚠️  Error evaluating claim 113: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 115/288...
   ⚠️  Error evaluating claim 114: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 116/288...
   ⚠️  Error evaluating claim 115: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 117/288...
   ⚠️  Error evaluating claim 116: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 118/288...
   ⚠️  Error evaluating claim 117: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 119/288...
   ⚠️  Error evaluating claim 118: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 120/288...
   ⚠️  Error evaluating claim 119: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 121/288...
   ⚠️  Error evaluating claim 120: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 122/288...
   ⚠️  Error evaluating claim 121: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 123/288...
   ⚠️  Error evaluating claim 122: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 124/288...
   ⚠️  Error evaluating claim 123: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 125/288...
   ⚠️  Error evaluating claim 124: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 126/288...
   ⚠️  Error evaluating claim 125: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 127/288...
   ⚠️  Error evaluating claim 126: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 128/288...
   ⚠️  Error evaluating claim 127: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 129/288...
   ⚠️  Error evaluating claim 128: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 130/288...
   ⚠️  Error evaluating claim 129: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 131/288...
   ⚠️  Error evaluating claim 130: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 132/288...
   ⚠️  Error evaluating claim 131: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 133/288...
   ⚠️  Error evaluating claim 132: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 134/288...
   ⚠️  Error evaluating claim 133: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 135/288...
   ⚠️  Error evaluating claim 134: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 136/288...
   ⚠️  Error evaluating claim 135: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 137/288...
   ⚠️  Error evaluating claim 136: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 138/288...
   ⚠️  Error evaluating claim 137: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 139/288...
   ⚠️  Error evaluating claim 138: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 140/288...
   ⚠️  Error evaluating claim 139: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 141/288...
   ⚠️  Error evaluating claim 140: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 142/288...
   ⚠️  Error evaluating claim 141: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 143/288...
   ⚠️  Error evaluating claim 142: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 144/288...
   ⚠️  Error evaluating claim 143: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 145/288...
   ⚠️  Error evaluating claim 144: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 146/288...
   ⚠️  Error evaluating claim 145: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 147/288...
   ⚠️  Error evaluating claim 146: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 148/288...
   ⚠️  Error evaluating claim 147: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 149/288...
   ⚠️  Error evaluating claim 148: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 150/288...
   ⚠️  Error evaluating claim 149: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 151/288...
   ⚠️  Error evaluating claim 150: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 152/288...
   ⚠️  Error evaluating claim 151: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 153/288...
   ⚠️  Error evaluating claim 152: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 154/288...
   ⚠️  Error evaluating claim 153: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 155/288...
   ⚠️  Error evaluating claim 154: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 156/288...
   ⚠️  Error evaluating claim 155: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 157/288...
   ⚠️  Error evaluating claim 156: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 158/288...
   ⚠️  Error evaluating claim 157: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 159/288...
   ⚠️  Error evaluating claim 158: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 160/288...
   ⚠️  Error evaluating claim 159: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 161/288...
   ⚠️  Error evaluating claim 160: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 162/288...
   ⚠️  Error evaluating claim 161: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 163/288...
   ⚠️  Error evaluating claim 162: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 164/288...
   ⚠️  Error evaluating claim 163: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 165/288...
   ⚠️  Error evaluating claim 164: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 166/288...
   ⚠️  Error evaluating claim 165: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 167/288...
   ⚠️  Error evaluating claim 166: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 168/288...
   ⚠️  Error evaluating claim 167: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 169/288...
   ⚠️  Error evaluating claim 168: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 170/288...
   ⚠️  Error evaluating claim 169: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 171/288...
   ⚠️  Error evaluating claim 170: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 172/288...
   ⚠️  Error evaluating claim 171: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 173/288...
   ⚠️  Error evaluating claim 172: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 174/288...
   ⚠️  Error evaluating claim 173: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 175/288...
   ⚠️  Error evaluating claim 174: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 176/288...
   ⚠️  Error evaluating claim 175: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 177/288...
   ⚠️  Error evaluating claim 176: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 178/288...
   ⚠️  Error evaluating claim 177: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 179/288...
   ⚠️  Error evaluating claim 178: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 180/288...
   ⚠️  Error evaluating claim 179: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 181/288...
   ⚠️  Error evaluating claim 180: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 182/288...
   ⚠️  Error evaluating claim 181: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 183/288...
   ⚠️  Error evaluating claim 182: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 184/288...
   ⚠️  Error evaluating claim 183: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 185/288...
   ⚠️  Error evaluating claim 184: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 186/288...
   ⚠️  Error evaluating claim 185: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 187/288...
   ⚠️  Error evaluating claim 186: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 188/288...
   ⚠️  Error evaluating claim 187: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 189/288...
   ⚠️  Error evaluating claim 188: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 190/288...
   ⚠️  Error evaluating claim 189: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 191/288...
   ⚠️  Error evaluating claim 190: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 192/288...
   ⚠️  Error evaluating claim 191: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 193/288...
   ⚠️  Error evaluating claim 192: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 194/288...
   ⚠️  Error evaluating claim 193: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 195/288...
   ⚠️  Error evaluating claim 194: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 196/288...
   ⚠️  Error evaluating claim 195: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 197/288...
   ⚠️  Error evaluating claim 196: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 198/288...
   ⚠️  Error evaluating claim 197: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 199/288...
   ⚠️  Error evaluating claim 198: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 200/288...
   ⚠️  Error evaluating claim 199: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 201/288...
   ⚠️  Error evaluating claim 200: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 202/288...
   ⚠️  Error evaluating claim 201: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 203/288...
   ⚠️  Error evaluating claim 202: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 204/288...
   ⚠️  Error evaluating claim 203: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 205/288...
   ⚠️  Error evaluating claim 204: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 206/288...
   ⚠️  Error evaluating claim 205: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 207/288...
   ⚠️  Error evaluating claim 206: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 208/288...
   ⚠️  Error evaluating claim 207: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 209/288...
